Player,Squad,Pos_Category,GA_per90,Prog_Total,CrdY_per90,Min,Reliability_Score,Discipline_Score,Player_Rating
Djené,Getafe,Midfielder,0.0,113,0.35335689045936397,2548,74.50292397660819,47.879858657243815,20.1
Berat Djimsiti,Atalanta,Defender,0.10238907849829351,183,0.20477815699658702,2640,77.19298245614034,69.79522184300342,64.2
Marko Dmitrović,Leganés,Goalkeeper,0.0,1,0.0,2880,84.21052631578947,100.0,88.9
Ritsu Doan,Freiburg,Attacker,0.5345911949685535,372,0.06289308176100629,2862,83.6842105263158,90.72327044025157,47.0
Dodô,Fiorentina,Defender,0.1445086705202312,464,0.23121387283236994,3115,91.08187134502924,65.89595375722543,77.1
Danilho Doekhi,Union Berlin,Defender,0.058823529411764705,123,0.11764705882352941,3060,89.47368421052632,82.6470588235294,72.7
Matt Doherty,Wolves,Defender,0.12820512820512822,149,0.25641025641025644,2109,61.66666666666667,62.17948717948718,53.3
Jeremy Doku,Manchester City,Attacker,0.5357142857142857,568,0.05952380952380952,1516,44.32748538011696,91.22023809523809,53.3
Benjamín Domínguez,Bologna,Attacker,0.35211267605633806,205,0.0,1281,37.45614035087719,100.0,35.7
Carlos Dominguez,Celta Vigo,Defender,0.0,85,0.07633587786259542,1181,34.53216374269006,88.74045801526718,46.1
Nicolás Domínguez,Nott'ham Forest,Attacker,0.04587155963302752,132,0.4128440366972477,1963,57.39766081871345,39.10550458715597,11.9
Gianluigi Donnarumma,Paris S-G,Goalkeeper,0.0,0,0.08620689655172414,2091,61.140350877192986,87.28448275862068,69.0
Patrick Dorgu,Lecce,Attacker,0.19607843137254904,239,0.09803921568627452,1840,53.80116959064327,85.5392156862745,28.3
Niklas Dorsch,Heidenheim,Midfielder,0.27027027027027023,91,0.33783783783783783,1335,39.03508771929825,50.168918918918926,25.1
Alberto Dossena,Como,Defender,0.09852216748768472,41,0.04926108374384236,1825,53.3625730994152,92.73399014778325,55.5
Abdoulaye Doucouré,Everton,Midfielder,0.17543859649122806,220,0.17543859649122806,2564,74.97076023391813,74.12280701754386,37.0
Désiré Doué,Paris S-G,Attacker,0.625,468,0.052083333333333336,1730,50.58479532163743,92.31770833333334,53.9
Guela Doué,Strasbourg,Defender,0.09933774834437087,278,0.2317880794701987,2717,79.44444444444444,65.81125827814569,66.5
Douglas,Nantes,Midfielder,0.234375,173,0.3125,2307,67.45614035087719,53.90625,29.7
Ismaël Doukouré,Strasbourg,Midfielder,0.06825938566552901,145,0.23890784982935154,2639,77.16374269005848,64.76109215017065,28.2
Issa Doumbia,Venezia,Midfielder,0.0,63,0.0,939,27.456140350877195,100.0,33.2
Kamory Doumbia,Brest,Attacker,0.3401360544217687,143,0.06802721088435375,1322,38.65497076023392,89.96598639455782,31.7
Artem Dovbyk,Roma,Attacker,0.5204460966542751,215,0.0,2418,70.7017543859649,100.0,42.8
Flynn Downes,Southampton,Midfielder,0.041841004184100423,124,0.502092050209205,2151,62.89473684210526,25.94142259414226,14.9
Radu Drăgușin,Tottenham,Defender,0.0,46,0.07194244604316546,1252,36.60818713450292,89.38848920863309,46.3
Patrick Drewes,Bochum,Goalkeeper,0.0,0,0.09523809523809523,1890,55.26315789473685,85.95238095238096,64.5
Domingos Duarte,Getafe,Defender,0.04830917874396135,53,0.1932367149758454,1859,54.356725146198826,71.4975845410628,50.0
Martin Dúbravka,Newcastle Utd,Goalkeeper,0.0,0,0.0,900,26.31578947368421,100.0,48.4
Marvin Ducksch,Werder Bremen,Attacker,0.5947955390334573,278,0.11152416356877325,2418,70.7017543859649,83.55018587360594,45.3
Ondrej Duda,Hellas Verona,Midfielder,0.15037593984962405,166,0.45112781954887216,2395,70.02923976608187,33.45864661654135,21.5
Denzel Dumfries,Inter,Attacker,0.4147465437788019,279,0.18433179723502305,1955,57.163742690058484,72.81105990783409,36.5
Alfred Duncan,Venezia,Midfielder,0.0,76,0.18867924528301888,957,27.982456140350877,72.1698113207547,25.5
Lewis Dunk,Brighton,Defender,0.0,165,0.21645021645021645,2083,60.90643274853801,68.07359307359307,55.1
Pablo Durán,Celta Vigo,Attacker,0.5161290322580645,178,0.1935483870967742,1394,40.760233918128655,71.45161290322581,37.2
Hugo Duro,Valencia,Attacker,0.5394190871369294,129,0.20746887966804978,2166,63.33333333333333,69.39834024896265,36.2
Paulo Dybala,Roma,Attacker,0.5732484076433121,242,0.12738853503184713,1417,41.432748538011694,81.21019108280254,43.0
Aron Dønnum,Toulouse,Midfielder,0.13377926421404682,362,0.20066889632107024,2689,78.62573099415204,70.40133779264214,42.2
Ederson,Manchester City,Goalkeeper,0.15503875968992248,2,0.15503875968992248,2320,67.83625730994152,77.13178294573643,70.6
Éderson,Atalanta,Midfielder,0.15625,335,0.15625,2881,84.23976608187135,76.953125,43.3
Johannes Eggestein,St. Pauli,Attacker,0.3398058252427184,206,0.14563106796116504,1853,54.18128654970759,78.51941747572816,32.0
Maximilian Eggestein,Freiburg,Midfielder,0.06329113924050632,216,0.12658227848101264,2845,83.18713450292398,81.32911392405063,36.7
Kingsley Ehizibue,Udinese,Defender,0.03597122302158273,225,0.17985611510791366,2498,73.04093567251462,73.47122302158273,64.3
Chidera Ejuke,Sevilla,Attacker,0.28037383177570097,214,0.0,966,28.24561403508772,100.0,33.1
Hugo Ekitike,Eint Frankfurt,Attacker,0.8070175438596491,361,0.03508771929824561,2563,74.94152046783626,94.82456140350877,58.2
Jurgen Ekkelenkamp,Udinese,Midfielder,0.23809523809523808,192,0.09523809523809523,1892,55.32163742690058,85.95238095238096,40.3
Pierre Ekwah Elimby,Saint-Étienne,Midfielder,0.03496503496503496,187,0.1048951048951049,2575,75.29239766081871,84.52797202797203,35.6
Anthony Elanga,Nott'ham Forest,Attacker,0.6115107913669064,394,0.03597122302158273,2501,73.12865497076024,94.69424460431655,51.3
Mikael Ellertsson,Venezia,Midfielder,0.14598540145985403,161,0.07299270072992702,2470,72.22222222222221,89.23357664233576,37.9
Elif Elmas,Torino,Attacker,0.35398230088495575,134,0.0,1021,29.853801169590643,100.0,33.5
Aritz Elustondo,Real Sociedad,Defender,0.0,72,0.1234567901234568,1457,42.602339181286546,81.79012345679013,47.7
Nico Elvedi,Gladbach,Defender,0.08438818565400844,80,0.04219409282700422,2135,62.42690058479532,93.77637130801688,61.4
Adri Embarba,Rayo Vallecano,Attacker,0.111731843575419,206,0.223463687150838,1607,46.98830409356725,67.0391061452514,21.1
Breel Embolo,Monaco,Attacker,0.4878048780487805,217,0.24390243902439024,1841,53.83040935672515,64.02439024390245,36.1
Emanuel Emegha,Strasbourg,Attacker,0.6666666666666666,155,0.19607843137254902,2293,67.046783625731,71.078431372549,42.4
Emerson,Milan,Defender,0.0,162,0.32679738562091504,1377,40.26315789473684,51.79738562091502,39.8
Yannik Engelhardt,Como,Midfielder,0.15503875968992248,90,0.31007751937984496,1164,34.03508771929825,54.263565891472865,24.0
Christian Eriksen,Manchester Utd,Midfielder,0.2542372881355932,97,0.3389830508474576,1061,31.023391812865498,50.0,25.1
Sebastiano Esposito,Empoli,Attacker,0.3088803088803089,230,0.03861003861003861,2331,68.15789473684211,94.3050193050193,33.9
Samuel Essende,Augsburg,Attacker,0.4945054945054945,172,0.21978021978021978,1636,47.83625730994152,67.58241758241759,35.5
Dario Essugo,Las Palmas,Midfielder,0.046511627906976744,102,0.5116279069767442,1938,56.666666666666664,24.534883720930225,13.5
Pervis Estupiñán,Brighton,Defender,0.0749063670411985,303,0.18726591760299627,2402,70.23391812865498,72.37827715355805,64.5
Evanilson,Bournemouth,Attacker,0.4263565891472868,156,0.03875968992248062,2319,67.80701754385964,94.28294573643412,36.3
Edu Expósito,Espanyol,Midfielder,0.1724137931034483,128,0.25862068965517243,1045,30.555555555555557,61.853448275862064,28.5
Eberechi Eze,Crystal Palace,Attacker,0.5555555555555556,318,0.034722222222222224,2588,75.67251461988303,94.87847222222221,46.7
Abde Ezzalzouli,Betis,Attacker,0.18181818181818182,400,0.09090909090909091,1984,58.01169590643275,86.5909090909091,33.0
Giovanni Fabbian,Bologna,Midfielder,0.3508771929824561,74,0.17543859649122806,1023,29.912280701754383,74.12280701754386,33.1
Łukasz Fabiański,West Ham,Goalkeeper,0.0,0,0.15503875968992248,1160,33.91812865497076,77.13178294573643,46.9
Alieu Fadera,Como,Attacker,0.2185792349726776,270,0.1092896174863388,1644,48.07017543859649,83.87978142076503,30.0
Wout Faes,Leicester City,Defender,0.03194888178913738,99,0.12779552715654952,2815,82.30994152046783,81.15015974440894,68.0
Nicolò Fagioli,Fiorentina,Midfielder,0.28037383177570097,84,0.0,962,28.128654970760238,100.0,39.9
Romain Faivre,Brest,Attacker,0.5,117,0.2,899,26.28654970760234,70.5,34.4
Wladimiro Falcone,Lecce,Goalkeeper,0.0,0,0.05263157894736842,3420,100.0,92.23684210526316,97.7
Khalil Fayad,Montpellier,Attacker,0.0,117,0.43859649122807015,1028,30.058479532163744,35.30701754385965,9.0
Jacopo Fazzini,Empoli,Midfielder,0.3246753246753247,171,0.06493506493506493,1383,40.43859649122807,90.42207792207793,42.4
Mattia Felici,Cagliari,Attacker,0.2912621359223301,133,0.0970873786407767,925,27.046783625730995,85.67961165048543,28.8
Kiko Femenía,Villarreal,Defender,0.04048582995951417,208,0.2834008097165992,2227,65.11695906432749,58.198380566801625,55.3
Lewis Ferguson,Bologna,Midfielder,0.18348623853211007,99,0.0,983,28.742690058479532,100.0,38.7
Bruno Fernandes,Manchester Utd,Midfielder,0.5373134328358209,531,0.14925373134328357,3018,88.24561403508771,77.98507462686567,61.2
Edimilson Fernandes,Brest,Midfielder,0.08130081300813008,50,0.08130081300813008,1105,32.30994152046784,88.00813008130082,30.6
Mateus Fernandes,Southampton,Midfielder,0.18575851393188855,329,0.24767801857585142,2909,85.05847953216374,63.46749226006192,39.5
Enzo Fernández,Chelsea,Midfielder,0.39755351681957185,398,0.24464831804281342,2947,86.16959064327486,63.91437308868502,47.4
Roberto Férnandez,Espanyol,Attacker,0.36144578313253006,74,0.06024096385542168,1497,43.771929824561404,91.1144578313253,30.6
Matias Fernandez-Pardo,Lille,Attacker,0.5084745762711864,157,0.3389830508474576,1065,31.140350877192986,50.0,33.0
Jordan Ferri,Montpellier,Midfielder,0.10152284263959391,198,0.30456852791878175,1773,51.84210526315789,55.07614213197969,28.6
Kilian Fischer,Wolfsburg,Defender,0.0392156862745098,250,0.27450980392156865,2297,67.16374269005848,59.50980392156862,57.8
Mark Flekken,Brentford,Goalkeeper,0.054945054945054944,0,0.027472527472527472,3275,95.76023391812866,95.9478021978022,95.8
Phil Foden,Manchester City,Attacker,0.4568527918781726,281,0.10152284263959391,1777,51.95906432748538,85.0253807106599,40.1
Malick Fofana,Lyon,Attacker,0.5084745762711864,362,0.11299435028248588,1589,46.461988304093566,83.33333333333333,44.5
Wesley Fofana,Chelsea,Defender,0.0,55,0.5384615384615384,1172,34.26900584795322,20.57692307692308,24.7
Yahia Fofana,Angers,Goalkeeper,0.0,0,0.12121212121212122,2970,86.8421052631579,82.12121212121211,85.4
Youssouf Fofana,Milan,Midfielder,0.2517985611510791,252,0.17985611510791366,2504,73.21637426900584,73.47122302158273,39.9
Jonas Föhrenbach,Heidenheim,Defender,0.04901960784313726,145,0.14705882352941177,1832,53.567251461988306,78.30882352941177,54.0
Pablo Fornals,Betis,Attacker,0.09852216748768472,263,0.09852216748768472,1827,53.421052631578945,85.4679802955665,25.2
Dimitri Foulquier,Valencia,Defender,0.0392156862745098,211,0.23529411764705882,2299,67.22222222222223,65.29411764705883,58.6
Juan Foyth,Villarreal,Defender,0.0591715976331361,89,0.2366863905325444,1517,44.356725146198826,65.08875739644971,44.0
Alejandro Francés,Girona,Defender,0.0,102,0.15384615384615385,1173,34.29824561403509,77.30769230769229,42.9
Przemysław Frankowski,Lens,Defender,0.38961038961038963,245,0.19480519480519481,1387,40.55555555555556,71.26623376623375,47.9
Davide Frattesi,Inter,Midfielder,0.4411764705882353,104,0.07352941176470588,1225,35.8187134502924,89.15441176470588,40.9
Morten Frendrup,Genoa,Midfielder,0.057971014492753624,159,0.14492753623188406,3103,90.73099415204679,78.6231884057971,32.8
Remo Freuler,Bologna,Midfielder,0.08426966292134831,303,0.16853932584269662,3204,93.6842105263158,75.14044943820225,39.7
Marco Friedl,Werder Bremen,Defender,0.0,74,0.4166666666666667,2161,63.18713450292398,38.541666666666664,45.0
Marvin Friedrich,Gladbach,Defender,0.09090909090909091,50,0.0,989,28.918128654970758,100.0,45.7
Jeremie Frimpong,Leverkusen,Midfielder,0.38910505836575876,427,0.1556420233463035,2314,67.66081871345028,77.04280155642023,52.7
Jorge de Frutos,Rayo Vallecano,Attacker,0.3249097472924188,322,0.10830324909747292,2495,72.953216374269,84.02527075812274,35.9
Chris Führich,Stuttgart,Attacker,0.22727272727272727,411,0.045454545454545456,1981,57.92397660818713,93.29545454545455,36.2
Angelo Fulgini,Lens,Attacker,0.1724137931034483,211,0.25862068965517243,1045,30.555555555555557,61.853448275862064,22.9
Manuel Fuster,Las Palmas,Attacker,0.2702702702702703,169,0.1801801801801802,1003,29.327485380116958,73.42342342342342,27.3
Matteo Gabbia,Milan,Defender,0.08368200836820085,89,0.1673640167364017,2152,62.92397660818714,75.31380753138075,56.3
Gianluca Gaetano,Cagliari,Attacker,0.5357142857142857,134,0.0,1009,29.502923976608187,100.0,40.8
Cody Gakpo,Liverpool,Attacker,0.6511627906976745,389,0.23255813953488372,1935,56.57894736842105,65.69767441860466,48.4
Javi Galán,Atlético Madrid,Defender,0.15151515151515152,213,0.40404040404040403,1784,52.16374269005848,40.4040404040404,43.6
Iñigo Ruiz de Galarreta,Athletic Club,Midfielder,0.24390243902439027,203,0.30487804878048785,1477,43.187134502923975,55.03048780487805,31.7
Conor Gallagher,Atlético Madrid,Midfielder,0.3314917127071823,152,0.11049723756906077,1633,47.748538011695906,83.70165745856355,39.5
Antonino Gallo,Lecce,Defender,0.06896551724137931,274,0.10344827586206896,2609,76.28654970760233,84.74137931034483,70.5
Idrissa Gana Gueye,Everton,Midfielder,0.08823529411764706,199,0.2647058823529412,3063,89.56140350877193,60.95588235294118,30.2
Aleix García,Leverkusen,Midfielder,0.4320987654320988,194,0.1851851851851852,1455,42.54385964912281,72.68518518518519,40.4
Álvaro García,Rayo Vallecano,Attacker,0.31690140845070425,384,0.14084507042253522,2559,74.82456140350877,79.22535211267605,36.9
Eric García,Barcelona,Midfielder,0.2873563218390805,149,0.2298850574712644,1566,45.78947368421053,66.0919540229885,33.2
Fran Garcia,Real Madrid,Defender,0.08298755186721991,374,0.0,2171,63.47953216374269,100.0,71.3
Joan García,Espanyol,Goalkeeper,0.0,1,0.05263157894736842,3420,100.0,92.23684210526316,97.7
Rubén García,Osasuna,Attacker,0.3731343283582089,306,0.07462686567164178,2413,70.55555555555556,88.99253731343283,38.1
Ulisses Garcia,Marseille,Defender,0.3883495145631068,163,0.1941747572815534,930,27.192982456140353,71.35922330097088,39.2
Alejandro Garnacho,Manchester Utd,Attacker,0.3278688524590164,487,0.12295081967213116,2199,64.29824561403508,81.86475409836065,41.0
James Garner,Everton,Midfielder,0.05649717514124294,95,0.2824858757062147,1594,46.60818713450293,58.33333333333333,23.5
Yarek Gasiorowski,Valencia,Defender,0.0,47,0.09523809523809523,947,27.690058479532166,85.95238095238096,40.8
Federico Gatti,Juventus,Defender,0.04098360655737705,103,0.0819672131147541,2195,64.18128654970761,87.90983606557377,61.1
Gavi,Barcelona,Attacker,0.1652892561983471,132,0.3305785123966942,1085,31.725146198830412,51.2396694214876,18.5
Paulo Gazzaniga,Girona,Goalkeeper,0.0,0,0.11267605633802817,3195,93.42105263157895,83.38028169014085,90.4
Mory Gbane,Reims,Midfielder,0.08,47,0.16,1125,32.89473684210527,76.4,26.9
Yann Gboho,Toulouse,Attacker,0.3474903474903475,408,0.07722007722007722,2333,68.21637426900585,88.61003861003861,40.3
David de Gea,Fiorentina,Goalkeeper,0.02857142857142857,0,0.02857142857142857,3150,92.10526315789474,95.78571428571429,93.2
Lutsharel Geertruida,RB Leipzig,Defender,0.057803468208092484,148,0.11560693641618497,1557,45.526315789473685,82.94797687861272,51.4
Valentin Gendrey,Hoffenheim,Defender,0.12738853503184713,159,0.06369426751592357,1414,41.345029239766085,90.60509554140127,51.9
Yannick Gerhardt,Wolfsburg,Midfielder,0.1183431952662722,147,0.2958579881656805,1518,44.3859649122807,56.360946745562124,26.8
Max Geschwill,Holstein Kiel,Defender,0.21126760563380284,80,0.14084507042253522,1282,37.485380116959064,79.22535211267605,44.5
Daniele Ghilardi,Hellas Verona,Defender,0.0,80,0.3111111111111111,2029,59.32748538011696,54.11111111111111,47.9
Dimitris Giannoulis,Augsburg,Defender,0.17006802721088435,328,0.272108843537415,2650,77.48538011695906,59.863945578231295,65.0
Morgan Gibbs-White,Nott'ham Forest,Midfielder,0.4823151125401929,370,0.35369774919614144,2803,81.95906432748538,47.829581993569136,42.9
Armin Gigovic,Holstein Kiel,Midfielder,0.2843601895734597,132,0.23696682464454974,1895,55.409356725146196,65.04739336492891,32.0
Bryan Gil,Girona,Attacker,0.31413612565445026,360,0.20942408376963348,1721,50.32163742690059,69.10994764397907,34.5
Mario Gila,Lazio,Defender,0.03278688524590164,217,0.26229508196721313,2741,80.14619883040936,61.311475409836056,64.0
Billy Gilmour,Napoli,Midfielder,0.07633587786259542,96,0.0,1177,34.41520467836257,100.0,36.4
Benedikt Gimber,Heidenheim,Defender,0.0,61,0.30303030303030304,2671,78.09941520467835,55.3030303030303,57.2
Gvidas Gineitis,Torino,Midfielder,0.25157232704402516,94,0.31446540880503143,1430,41.812865497076025,53.61635220125787,25.9
Matthias Ginter,Freiburg,Defender,0.10526315789473684,140,0.17543859649122806,2561,74.88304093567251,74.12280701754386,63.2
Jamie Gittens,Dortmund,Attacker,0.5583756345177665,335,0.20304568527918782,1776,51.92982456140351,70.05076142131979,43.6
Serge Gnabry,Bayern Munich,Attacker,0.8695652173913043,241,0.0,1242,36.31578947368421,100.0,57.7
Saba Goglichidze,Empoli,Defender,0.03546099290780142,66,0.10638297872340426,2539,74.23976608187135,84.30851063829788,64.1
Edoardo Goldaniga,Como,Defender,0.03558718861209964,109,0.4270462633451957,2532,74.03508771929825,37.010676156583635,50.9
Aleksandr Golovin,Monaco,Attacker,0.234375,223,0.078125,1153,33.71345029239766,88.4765625,29.8
André Gomes,Lille,Midfielder,0.0,147,0.21126760563380284,1276,37.30994152046784,68.83802816901408,28.1
João Gomes,Wolves,Midfielder,0.12121212121212122,300,0.3333333333333333,2974,86.95906432748538,50.83333333333333,33.0
Toti Gomes,Wolves,Defender,0.034482758620689655,131,0.2413793103448276,2614,76.4327485380117,64.39655172413794,60.9
Sergio Gómez,Real Sociedad,Midfielder,0.23026315789473686,290,0.13157894736842105,2738,80.05847953216374,80.5921052631579,43.6
Unai Gómez,Athletic Club,Attacker,0.2797202797202797,91,0.06993006993006992,1284,37.54385964912281,89.6853146853147,27.6
Nicolás González,Juventus,Attacker,0.2577319587628866,227,0.15463917525773196,1750,51.16959064327485,77.19072164948453,29.2
Urko González,Espanyol,Midfielder,0.13071895424836602,88,0.13071895424836602,1374,40.17543859649123,80.71895424836602,31.3
Anthony Gordon,Newcastle Utd,Attacker,0.4074074074074074,433,0.07407407407407407,2434,71.16959064327484,89.07407407407408,43.5
Leon Goretzka,Bayern Munich,Midfielder,0.3401360544217687,190,0.1360544217687075,1325,38.74269005847953,79.93197278911565,40.5
Mathieu Gorgelin,Le Havre,Goalkeeper,0.0,0,0.125,1440,42.10526315789473,81.5625,53.9
Andoni Gorosabel,Athletic Club,Defender,0.12121212121212122,127,0.30303030303030304,1485,43.42105263157895,55.3030303030303,41.5
Robin Gosens,Fiorentina,Defender,0.35714285714285715,224,0.21428571428571427,2521,73.71345029239767,68.39285714285714,63.1
Mario Götze,Eint Frankfurt,Attacker,0.29239766081871343,213,0.05847953216374269,1542,45.08771929824562,91.37426900584795,32.2
Amine Gouiri,Marseille,Attacker,1.120689655172414,134,0.0,1048,30.643274853801174,100.0,64.4
Amine Gouiri,Rennes,Attacker,0.43478260869565216,131,0.17391304347826086,1037,30.321637426900583,74.34782608695652,32.8
Jeffrey Gouweleeuw,Augsburg,Defender,0.1529051987767584,185,0.2752293577981651,2944,86.08187134502924,59.403669724770644,65.6
Kamil Grabara,Wolfsburg,Goalkeeper,0.0,2,0.06968641114982578,2585,75.58479532163743,89.72125435540069,79.8
Jonathan Gradit,Lens,Defender,0.0,149,0.1702127659574468,2112,61.75438596491228,74.8936170212766,57.1
Alberto Grassi,Empoli,Midfielder,0.04081632653061224,116,0.32653061224489793,2203,64.41520467836257,51.83673469387755,22.3
Ryan Gravenberch,Liverpool,Midfielder,0.11396011396011396,306,0.17094017094017094,3160,92.39766081871345,74.78632478632478,40.3
Archie Gray,Tottenham,Midfielder,0.0,65,0.05128205128205128,1751,51.198830409356724,92.43589743589745,31.0
Jacob Greaves,Ipswich Town,Defender,0.04081632653061224,91,0.20408163265306123,2205,64.47368421052632,69.89795918367348,55.5
Mason Greenwood,Marseille,Attacker,0.8333333333333334,578,0.09615384615384616,2804,81.98830409356725,85.8173076923077,64.8
Dominik Greif,Mallorca,Goalkeeper,0.0,0,0.03225806451612903,2790,81.57894736842105,95.24193548387096,85.7
Antoine Griezmann,Atlético Madrid,Attacker,0.5474452554744526,366,0.07299270072992702,2469,72.19298245614036,89.23357664233576,47.1
Vincenzo Grifo,Freiburg,Attacker,0.7037037037037037,333,0.07407407407407407,2432,71.11111111111111,89.07407407407408,52.3
Álex Grimaldo,Leverkusen,Defender,0.30716723549488056,498,0.20477815699658702,2636,77.07602339181287,69.79522184300342,72.1
Pascal Groß,Dortmund,Midfielder,0.3474903474903475,341,0.19305019305019305,2327,68.04093567251462,71.52509652509652,45.8
Marco Grüll,Werder Bremen,Attacker,0.5343511450381679,155,0.07633587786259542,1181,34.53216374269006,88.74045801526718,39.7
Vicente Guaita,Celta Vigo,Goalkeeper,0.0,1,0.0,3060,89.47368421052632,100.0,92.6
Nemanja Gudelj,Sevilla,Midfielder,0.07220216606498195,83,0.21660649819494585,2493,72.89473684210527,68.05054151624549,26.1
Gabriel Gudmundsson,Lille,Defender,0.10101010101010101,277,0.15151515151515152,1785,52.19298245614035,77.65151515151516,56.4
Gonçalo Guedes,Wolves,Attacker,0.5405405405405406,160,0.0900900900900901,995,29.093567251461987,86.7117117117117,39.9
Marc Guéhi,Crystal Palace,Defender,0.14705882352941177,166,0.2647058823529412,3059,89.44444444444444,60.95588235294118,67.2
Mattéo Guendouzi,Lazio,Midfielder,0.11019283746556474,469,0.1928374655647383,3270,95.6140350877193,71.5564738292011,47.6
Javier Guerra,Valencia,Midfielder,0.20905923344947736,271,0.17421602787456447,2581,75.46783625730994,74.30313588850174,40.3
Raphaël Guerreiro,Bayern Munich,Midfielder,0.45714285714285713,250,0.11428571428571428,1572,45.96491228070175,83.14285714285714,46.9
Evann Guessand,Nice,Attacker,0.7017543859649122,328,0.07017543859649122,2565,75.0,89.64912280701755,52.1
Ander Guevara,Alavés,Midfielder,0.046296296296296294,145,0.13888888888888887,1947,56.92982456140351,79.5138888888889,32.2
Pape Gueye,Villarreal,Midfielder,0.16194331983805668,261,0.24291497975708504,2224,65.02923976608187,64.17004048582994,35.8
Morgan Guilavogui,St. Pauli,Attacker,0.3980099502487562,218,0.29850746268656714,1807,52.83625730994152,55.970149253731336,31.3
Frederic Guilbert,Lecce,Defender,0.03690036900369004,181,0.11070110701107011,2435,71.19883040935673,83.67158671586716,65.3
Bruno Guimarães,Newcastle Utd,Midfielder,0.30303030303030304,431,0.1928374655647383,3271,95.64327485380117,71.5564738292011,49.5
Serhou Guirassy,Dortmund,Attacker,0.8650519031141869,196,0.1384083044982699,2598,75.96491228070175,79.58477508650519,53.0
Péter Gulácsi,RB Leipzig,Goalkeeper,0.0,0,0.0,2631,76.9298245614035,100.0,83.9
Arda Güler,Real Madrid,Attacker,0.5035971223021583,213,0.07194244604316546,1250,36.54970760233918,89.38848920863309,40.5
İlkay Gündoğan,Manchester City,Midfielder,0.2834008097165992,287,0.04048582995951417,2223,65.0,94.02834008097166,48.5
Christian Günter,Freiburg,Defender,0.1556420233463035,180,0.0,2314,67.66081871345028,100.0,68.4
Jon Guridi,Alavés,Attacker,0.17316017316017315,196,0.2597402597402597,2080,60.81871345029239,61.68831168831169,22.5
Gorka Guruzeta,Athletic Club,Attacker,0.44117647058823534,103,0.09803921568627452,1840,53.80116959064327,85.5392156862745,33.9
Malo Gusto,Chelsea,Defender,0.04830917874396135,254,0.1932367149758454,1862,54.44444444444444,71.4975845410628,55.1
Miguel Gutiérrez,Girona,Midfielder,0.21978021978021978,365,0.14652014652014653,2458,71.87134502923976,78.3882783882784,46.5
Albert Guðmundsson,Fiorentina,Attacker,0.49645390070921985,131,0.14184397163120568,1273,37.22222222222222,79.07801418439716,36.0
Joško Gvardiol,Manchester City,Defender,0.13736263736263737,476,0.054945054945054944,3277,95.8187134502924,91.8956043956044,87.6
Emmanuel Gyasi,Empoli,Attacker,0.08403361344537814,183,0.1400560224089636,3217,94.06432748538012,79.34173669467786,21.1
Erling Haaland,Manchester City,Attacker,0.8223684210526316,168,0.06578947368421052,2736,80.0,90.29605263157895,52.0
Janik Haberer,Union Berlin,Midfielder,0.0,94,0.05319148936170213,1696,49.590643274853804,92.15425531914893,32.4
Robin Hack,Gladbach,Attacker,0.45643153526970953,287,0.16597510373443983,2172,63.50877192982456,75.51867219917013,38.8
Amadou Haidara,RB Leipzig,Midfielder,0.06802721088435375,96,0.4761904761904762,1320,38.59649122807017,29.761904761904756,15.2
Massadio Haïdara,Brest,Defender,0.0,197,0.16129032258064516,1678,49.06432748538012,76.20967741935483,52.4
Antoine Hainaut,Parma,Attacker,0.14925373134328357,93,0.29850746268656714,1206,35.26315789473684,55.970149253731336,17.4
Achraf Hakimi,Paris S-G,Defender,0.43478260869565216,550,0.17391304347826086,2066,60.4093567251462,74.34782608695652,66.5
Lewis Hall,Newcastle Utd,Defender,0.1646090534979424,244,0.12345679012345678,2189,64.00584795321637,81.79012345679013,62.7
Andreas Hanche-Olsen,Mainz 05,Defender,0.13986013986013984,41,0.2797202797202797,1284,37.54385964912281,58.74125874125875,37.4
Florent Hanin,Angers,Defender,0.10101010101010101,255,0.06734006734006734,2672,78.12865497076024,90.06734006734007,72.6
Ridgeciano Haps,Venezia,Defender,0.13157894736842105,125,0.19736842105263158,1369,40.02923976608187,70.88815789473684,44.5
Phil Harres,Holstein Kiel,Attacker,0.5232558139534884,99,0.1744186046511628,1544,45.146198830409354,74.27325581395348,35.4
Jack Harrison,Everton,Attacker,0.04329004329004329,251,0.0,2076,60.70175438596491,100.0,24.7
Taylor Harwood-Bellis,Southampton,Defender,0.03184713375796178,163,0.28662420382165604,2825,82.60233918128655,57.72292993630573,62.8
Hans Hateboer,Rennes,Defender,0.0,183,0.16042780748663102,1684,49.239766081871345,76.33689839572193,52.2
Kai Havertz,Arsenal,Attacker,0.5769230769230769,209,0.24038461538461536,1875,54.824561403508774,64.54326923076923,39.6
Jan Paul van Hecke,Brighton,Defender,0.060790273556231005,288,0.24316109422492402,2958,86.49122807017544,64.1337386018237,69.8
Dean Henderson,Crystal Palace,Goalkeeper,0.0,0,0.07894736842105263,3420,100.0,88.35526315789474,96.5
Liam Henderson,Empoli,Midfielder,0.15384615384615385,180,0.38461538461538464,2337,68.33333333333333,43.26923076923076,25.2
Ramon Hendriks,Stuttgart,Defender,0.078125,66,0.234375,1154,33.74269005847953,65.4296875,38.2
Benjamin Henrichs,RB Leipzig,Defender,0.1923076923076923,93,0.28846153846153844,935,27.339181286549707,57.45192307692308,33.3
